record_id,club,slow,event_idx,event_name,joint_idx,x,y,z,visibility
47,iron,0,0,Address,0,0.45431554317474365,-0.3102790117263794,-0.14415955543518066,0.9999558925628662
47,iron,0,0,Address,1,0.4684508442878723,-0.3451284170150757,-0.14415311813354492,0.9999117851257324
47,iron,0,0,Address,2,0.4708497226238251,-0.3427676558494568,-0.13296914100646973,0.9999113082885742
47,iron,0,0,Address,3,0.47061705589294434,-0.3429732620716095,-0.13684749603271484,0.9999299049377441
47,iron,0,0,Address,4,0.4745732545852661,-0.34332478046417236,-0.18761980533599854,0.9999473094940186
47,iron,0,0,Address,5,0.4749351739883423,-0.34006431698799133,-0.19969244301319122,0.999963641166687
47,iron,0,0,Address,6,0.4715266823768616,-0.3297087550163269,-0.1780138611793518,0.999970555305481
47,iron,0,0,Address,7,0.4030131995677948,-0.4147184193134308,-0.07782340049743652,0.9999215602874756
47,iron,0,0,Address,8,0.35392674803733826,-0.36883819103240967,-0.2182261347770691,0.9999254941940308
47,iron,0,0,Address,9,0.4379138648509979,-0.3239346146583557,-0.10951993614435196,0.9998595714569092
47,iron,0,0,Address,10,0.4086686372756958,-0.291311651468277,-0.17421311140060425,0.9999150037765503
47,iron,0,0,Address,11,0.27731555700302124,-0.3076988756656647,0.10050088167190552,0.9999725818634033
47,iron,0,0,Address,12,0.3180018961429596,-0.3265048861503601,-0.16898024082183838,0.9999920129776001
47,iron,0,0,Address,13,0.2486824095249176,-0.08039496839046478,0.14415764808654785,0.4033081531524658
47,iron,0,0,Address,14,0.24823465943336487,-0.02981174737215042,-0.23678767681121826,0.9953670501708984
47,iron,0,0,Address,15,0.2630118131637573,0.18470455706119537,0.1604486107826233,0.4535369277000427
47,iron,0,0,Address,16,0.24607610702514648,0.1525145173072815,-0.21290409564971924,0.990116536617279
47,iron,0,0,Address,17,0.27206099033355713,0.21099436283111572,0.18323326110839844,0.39664512872695923
47,iron,0,0,Address,18,0.2739794850349426,0.1910727322101593,-0.2622091770172119,0.9790641665458679
47,iron,0,0,Address,19,0.2765910029411316,0.2146393209695816,0.1529964804649353,0.4159219264984131
47,iron,0,0,Address,20,0.32422205805778503,0.18135598301887512,-0.248052179813385,0.9767215251922607
47,iron,0,0,Address,21,0.2607882618904114,0.21540053188800812,0.1476198136806488,0.39009594917297363
47,iron,0,0,Address,22,0.26523154973983765,0.15858198702335358,-0.21465086936950684,0.9515770077705383
47,iron,0,0,Address,23,-0.0021753590553998947,-0.0006985681829974055,0.11833874881267548,0.9999674558639526
47,iron,0,0,Address,24,0.006954486947506666,-0.00028312578797340393,-0.11773264408111572,0.9999819993972778
47,iron,0,0,Address,25,0.053896546363830566,0.43101274967193604,0.0898207426071167,0.17674431204795837
47,iron,0,0,Address,26,0.12827864289283752,0.3587046265602112,-0.11623066663742065,0.9603976011276245
47,iron,0,0,Address,27,0.04183438420295715,0.8033632636070251,0.16173528134822845,0.2673031985759735
47,iron,0,0,Address,28,0.037478089332580566,0.7514708638191223,-0.06718802452087402,0.9691221714019775
47,iron,0,0,Address,29,0.03195413947105408,0.8315855264663696,0.17329144477844238,0.42356884479522705
47,iron,0,0,Address,30,0.03988543152809143,0.7905516624450684,-0.09834170341491699,0.9403197765350342
47,iron,0,0,Address,31,0.16893336176872253,0.8393808603286743,0.16560888290405273,0.4321975111961365
47,iron,0,0,Address,32,0.1600378155708313,0.8050379753112793,-0.140030175447464,0.9330581426620483
47,iron,0,1,Toe-up,0,0.43307334184646606,-0.3500135540962219,-0.1204952597618103,0.9999537467956543
47,iron,0,1,Toe-up,1,0.4525107741355896,-0.3753073215484619,-0.11106550693511963,0.9999017715454102
47,iron,0,1,Toe-up,2,0.45588597655296326,-0.3728431463241577,-0.10180103778839111,0.9998897314071655
47,iron,0,1,Toe-up,3,0.4549769163131714,-0.3734372556209564,-0.10486674308776855,0.9999097585678101
47,iron,0,1,Toe-up,4,0.4506850242614746,-0.38233834505081177,-0.15076124668121338,0.9999518394470215
47,iron,0,1,Toe-up,5,0.45192182064056396,-0.3793133497238159,-0.16374023258686066,0.999964714050293
47,iron,0,1,Toe-up,6,0.45022520422935486,-0.36857515573501587,-0.14243429899215698,0.9999724626541138
47,iron,0,1,Toe-up,7,0.4110996425151825,-0.41776323318481445,-0.02448749542236328,0.9998900890350342
47,iron,0,1,Toe-up,8,0.33766990900039673,-0.41358765959739685,-0.13953468203544617,0.9999178647994995
47,iron,0,1,Toe-up,9,0.42260900139808655,-0.3568050265312195,-0.07924067974090576,0.9998836517333984
47,iron,0,1,Toe-up,10,0.3890628516674042,-0.334690123796463,-0.14003974199295044,0.9999334812164307
47,iron,0,1,Toe-up,11,0.33795487880706787,-0.2842525541782379,0.11360973119735718,0.9999752044677734
47,iron,0,1,Toe-up,12,0.23769427835941315,-0.4270472526550293,-0.08444154262542725,0.9999946355819702
47,iron,0,1,Toe-up,13,0.3192501664161682,-0.0964236781001091,0.07098682224750519,0.6092050075531006
47,iron,0,1,Toe-up,14,0.1384398639202118,-0.167460098862648,-0.1847904920578003,0.9948350191116333
47,iron,0,1,Toe-up,15,0.2824466824531555,0.01903781294822693,-0.04554438591003418,0.6120759844779968
47,iron,0,1,Toe-up,16,0.2044980674982071,-0.010895319283008575,-0.22282862663269043,0.9935342073440552
47,iron,0,1,Toe-up,17,0.2588740289211273,0.045825839042663574,-0.06564784049987793,0.6495733261108398
47,iron,0,1,Toe-up,18,0.23431171476840973,0.04540763050317764,-0.2801245450973511,0.9898199439048767
47,iron,0,1,Toe-up,19,0.24938368797302246,0.01258799433708191,-0.08145904541015625,0.6604787111282349
47,iron,0,1,Toe-up,20,0.30666205286979675,0.03029981255531311,-0.2797847390174866,0.9895059466362
47,iron,0,1,Toe-up,21,0.2679951786994934,0.02919105440378189,-0.057389311492443085,0.6074193120002747
47,iron,0,1,Toe-up,22,0.23066593706607819,-0.004659079015254974,-0.23013925552368164,0.9775086641311646
47,iron,0,1,Toe-up,23,0.0492158867418766,0.02568902261555195,0.10007978975772858,0.9999887943267822
47,iron,0,1,Toe-up,24,-0.043980345129966736,-0.027615459635853767,-0.09905397891998291,0.999990701675415
47,iron,0,1,Toe-up,25,0.10900895297527313,0.3777947723865509,-0.016281485557556152,0.47632986307144165
47,iron,0,1,Toe-up,26,0.09163936227560043,0.3092251420021057,-0.19291776418685913,0.9531493186950684
47,iron,0,1,Toe-up,27,0.06259894371032715,0.7531514167785645,-0.0019306764006614685,0.4183545708656311
47,iron,0,1,Toe-up,28,-0.004302293062210083,0.70033860206604,-0.1746833324432373,0.9062762260437012
47,iron,0,1,Toe-up,29,0.04581397771835327,0.7818509936332703,0.003954768180847168,0.49604952335357666
47,iron,0,1,Toe-up,30,-0.00430867075920105,0.7377166152000427,-0.21007412672042847,0.8156101107597351
47,iron,0,1,Toe-up,31,0.15724265575408936,0.8050674200057983,-0.01238858699798584,0.6382612586021423
47,iron,0,1,Toe-up,32,0.09126046299934387,0.7607564926147461,-0.2551504671573639,0.8976254463195801
47,iron,0,2,Mid-backswing,0,0.39609047770500183,-0.38561832904815674,-0.08311896026134491,0.999985933303833
47,iron,0,2,Mid-backswing,1,0.4178242087364197,-0.40090638399124146,-0.07404494285583496,0.9999755620956421
47,iron,0,2,Mid-backswing,2,0.4220341742038727,-0.40101689100265503,-0.06485378742218018,0.9999641180038452
47,iron,0,2,Mid-backswing,3,0.42139387130737305,-0.4019252061843872,-0.06824946403503418,0.9999711513519287
47,iron,0,2,Mid-backswing,4,0.41553544998168945,-0.4161527454853058,-0.11246025562286377,0.9999885559082031
47,iron,0,2,Mid-backswing,5,0.41903436183929443,-0.41331565380096436,-0.12744055688381195,0.9999897480010986
47,iron,0,2,Mid-backswing,6,0.4159039556980133,-0.4038051664829254,-0.10569775104522705,0.9999916553497314
47,iron,0,2,Mid-backswing,7,0.38661447167396545,-0.4275357127189636,0.017188310623168945,0.9999659061431885
47,iron,0,2,Mid-backswing,8,0.3162022829055786,-0.4488818049430847,-0.08359865099191666,0.999974250793457
47,iron,0,2,Mid-backswing,9,0.3867488503456116,-0.3888430595397949,-0.04046618938446045,0.999954104423523
