video,frame,timestamp_ms,landmark_id,landmark_name,x,y,z,visibility,presence
0.mp4,0,0,0,NOSE,0.5971056222915649,0.3427059054374695,-0.0319189690053463,0.9999533891677856,0.9999960660934448
0.mp4,0,0,1,LEFT_EYE_INNER,0.599298894405365,0.3289024233818054,-0.013719757087528706,0.9999078512191772,0.9999932050704956
0.mp4,0,0,2,LEFT_EYE,0.5982685089111328,0.3271670639514923,-0.014000609517097473,0.9998984336853027,0.9999935626983643
0.mp4,0,0,3,LEFT_EYE_OUTER,0.5974100828170776,0.32542598247528076,-0.013875974342226982,0.9999184608459473,0.9999915361404419
0.mp4,0,0,4,RIGHT_EYE_INNER,0.5968140363693237,0.32778340578079224,-0.06600593775510788,0.9999501705169678,0.9999929666519165
0.mp4,0,0,5,RIGHT_EYE,0.5938144326210022,0.3252483010292053,-0.06642109900712967,0.9999668598175049,0.9999947547912598
0.mp4,0,0,6,RIGHT_EYE_OUTER,0.5909934043884277,0.32246196269989014,-0.06652239710092545,0.9999716281890869,0.9999942779541016
0.mp4,0,0,7,LEFT_EAR,0.5792951583862305,0.3160213828086853,0.08310344815254211,0.9999175071716309,0.9999912977218628
0.mp4,0,0,8,RIGHT_EAR,0.5732983350753784,0.31292566657066345,-0.15545718371868134,0.9999353885650635,0.9999936819076538
0.mp4,0,0,9,MOUTH_LEFT,0.5826749801635742,0.34849393367767334,0.014745784923434258,0.9998452663421631,0.9999933242797852
0.mp4,0,0,10,MOUTH_RIGHT,0.580134391784668,0.34668412804603577,-0.0573367103934288,0.9999110698699951,0.9999908208847046
0.mp4,0,0,11,LEFT_SHOULDER,0.5132830142974854,0.3664913773536682,0.25499528646469116,0.9999713897705078,0.9999977350234985
0.mp4,0,0,12,RIGHT_SHOULDER,0.5220276713371277,0.3618151545524597,-0.2903561592102051,0.9999943971633911,0.9999978542327881
0.mp4,0,0,13,LEFT_ELBOW,0.5213921666145325,0.4862902760505676,0.3437216877937317,0.3368871212005615,0.9999871253967285
0.mp4,0,0,14,RIGHT_ELBOW,0.5250492095947266,0.4737071096897125,-0.4209979176521301,0.9963765740394592,0.9999809265136719
0.mp4,0,0,15,LEFT_WRIST,0.5658627152442932,0.5905771851539612,0.23835797607898712,0.3761555254459381,0.9999798536300659
0.mp4,0,0,16,RIGHT_WRIST,0.5629775524139404,0.5802512764930725,-0.4413570761680603,0.9895535707473755,0.9999771118164062
0.mp4,0,0,17,LEFT_PINKY,0.5783653259277344,0.6158397793769836,0.2444923222064972,0.3623295724391937,0.9999566078186035
0.mp4,0,0,18,RIGHT_PINKY,0.5738641023635864,0.6063108444213867,-0.5054587721824646,0.9785017967224121,0.9999427795410156
0.mp4,0,0,19,LEFT_INDEX,0.5849429368972778,0.6212666034698486,0.18324139714241028,0.38622137904167175,0.9999455213546753
0.mp4,0,0,20,RIGHT_INDEX,0.5782555341720581,0.6060873866081238,-0.4871883988380432,0.9770734310150146,0.9999426603317261
0.mp4,0,0,21,LEFT_THUMB,0.5790500640869141,0.6115874648094177,0.2114204615354538,0.37506726384162903,0.9999634027481079
0.mp4,0,0,22,RIGHT_THUMB,0.5758928656578064,0.598656952381134,-0.43601369857788086,0.9491847157478333,0.9999672174453735
0.mp4,0,0,23,LEFT_HIP,0.43046993017196655,0.5687813758850098,0.17517687380313873,0.9999642372131348,0.9999980926513672
0.mp4,0,0,24,RIGHT_HIP,0.42687374353408813,0.5706265568733215,-0.17537209391593933,0.9999840259552002,0.9999978542327881
0.mp4,0,0,25,LEFT_KNEE,0.46300703287124634,0.7412468194961548,0.28650569915771484,0.3000648319721222,0.9999301433563232
0.mp4,0,0,26,RIGHT_KNEE,0.45904356241226196,0.7562440037727356,-0.1832081377506256,0.9826216697692871,0.9999511241912842
0.mp4,0,0,27,LEFT_ANKLE,0.4429165720939636,0.8938056826591492,0.4481234550476074,0.4318408966064453,0.9997116923332214
0.mp4,0,0,28,RIGHT_ANKLE,0.4370178282260895,0.9352525472640991,-0.17200808227062225,0.9810842871665955,0.9994799494743347
0.mp4,0,0,29,LEFT_HEEL,0.4277840554714203,0.9267839193344116,0.4551892876625061,0.5608912110328674,0.9990392923355103
0.mp4,0,0,30,RIGHT_HEEL,0.4148027002811432,0.9650591611862183,-0.1772516965866089,0.9236765503883362,0.9990666508674622
0.mp4,0,0,31,LEFT_FOOT_INDEX,0.5035666227340698,0.9184076189994812,0.3674042224884033,0.6124158501625061,0.9996569156646729
0.mp4,0,0,32,RIGHT_FOOT_INDEX,0.5115041732788086,0.9624533653259277,-0.32001227140426636,0.9614804983139038,0.9990769624710083
0.mp4,1,33,0,NOSE,0.5929423570632935,0.34314802289009094,-0.03734853118658066,0.999954104423523,0.9999969005584717
0.mp4,1,33,1,LEFT_EYE_INNER,0.5966295003890991,0.32941126823425293,-0.018490487709641457,0.9999105334281921,0.9999955892562866
0.mp4,1,33,2,LEFT_EYE,0.5958780646324158,0.32783442735671997,-0.01875630021095276,0.999901294708252,0.9999960660934448
0.mp4,1,33,3,LEFT_EYE_OUTER,0.5952924489974976,0.3263610899448395,-0.01863802596926689,0.9999211430549622,0.9999949932098389
0.mp4,1,33,4,RIGHT_EYE_INNER,0.5937109589576721,0.3281276822090149,-0.0698205828666687,0.9999511241912842,0.9999946355819702
0.mp4,1,33,5,RIGHT_EYE,0.590684175491333,0.3255988657474518,-0.07022814452648163,0.9999672174453735,0.9999957084655762
0.mp4,1,33,6,RIGHT_EYE_OUTER,0.5877631306648254,0.32284030318260193,-0.07032953202724457,0.999971866607666,0.9999948740005493
0.mp4,1,33,7,LEFT_EAR,0.5785192251205444,0.31699737906455994,0.08030218631029129,0.9999203681945801,0.9999947547912598
0.mp4,1,33,8,RIGHT_EAR,0.5713285207748413,0.3133618235588074,-0.15557126700878143,0.9999359250068665,0.9999939203262329
0.mp4,1,33,9,MOUTH_LEFT,0.5792545676231384,0.3490855097770691,0.009678738191723824,0.9998466372489929,0.9999940395355225
0.mp4,1,33,10,MOUTH_RIGHT,0.576355516910553,0.3472931981086731,-0.061172354966402054,0.9999107122421265,0.9999904632568359
0.mp4,1,33,11,LEFT_SHOULDER,0.5144959688186646,0.37147313356399536,0.25344860553741455,0.9999709725379944,0.9999978542327881
0.mp4,1,33,12,RIGHT_SHOULDER,0.5192930698394775,0.3620085120201111,-0.29068565368652344,0.9999938607215881,0.9999958276748657
0.mp4,1,33,13,LEFT_ELBOW,0.5217336416244507,0.49011021852493286,0.33231687545776367,0.33754533529281616,0.9999864101409912
0.mp4,1,33,14,RIGHT_ELBOW,0.529037356376648,0.4837828576564789,-0.420966237783432,0.9958611130714417,0.999954342842102
0.mp4,1,33,15,LEFT_WRIST,0.5697890520095825,0.5979430079460144,0.2152385264635086,0.37260639667510986,0.9999717473983765
0.mp4,1,33,16,RIGHT_WRIST,0.5649892687797546,0.5907026529312134,-0.4277520775794983,0.9844562411308289,0.9998503923416138
0.mp4,1,33,17,LEFT_PINKY,0.5795246362686157,0.6231293678283691,0.2192574292421341,0.3588477671146393,0.9999363422393799
0.mp4,1,33,18,RIGHT_PINKY,0.5746093988418579,0.6168684959411621,-0.48840659856796265,0.9696074724197388,0.9996722936630249
0.mp4,1,33,19,LEFT_INDEX,0.5854560136795044,0.6259828805923462,0.15933193266391754,0.38284075260162354,0.9999185800552368
0.mp4,1,33,20,RIGHT_INDEX,0.5804960131645203,0.6181424856185913,-0.4706682562828064,0.967498242855072,0.9996432065963745
0.mp4,1,33,21,LEFT_THUMB,0.5811156630516052,0.618014931678772,0.1882866770029068,0.3717763125896454,0.9999450445175171
0.mp4,1,33,22,RIGHT_THUMB,0.5782265663146973,0.6090996861457825,-0.4223765432834625,0.9323228597640991,0.9997846484184265
0.mp4,1,33,23,LEFT_HIP,0.43144649267196655,0.5706093311309814,0.17497435212135315,0.9999639987945557,0.9999978542327881
0.mp4,1,33,24,RIGHT_HIP,0.42705827951431274,0.5707319378852844,-0.17517724633216858,0.999983549118042,0.9999969005584717
0.mp4,1,33,25,LEFT_KNEE,0.46252569556236267,0.7419944405555725,0.2808784544467926,0.2989780604839325,0.9999306201934814
0.mp4,1,33,26,RIGHT_KNEE,0.45902591943740845,0.7567771673202515,-0.17749616503715515,0.9829608798027039,0.9999316930770874
0.mp4,1,33,27,LEFT_ANKLE,0.44462674856185913,0.8963676691055298,0.4436870515346527,0.43325352668762207,0.9997541308403015
0.mp4,1,33,28,RIGHT_ANKLE,0.43549785017967224,0.9350951910018921,-0.16575786471366882,0.9815309047698975,0.9994444251060486
0.mp4,1,33,29,LEFT_HEEL,0.4292082190513611,0.9284941554069519,0.4508100152015686,0.5596861243247986,0.9992101192474365
0.mp4,1,33,30,RIGHT_HEEL,0.4145563542842865,0.965312659740448,-0.17093543708324432,0.9244543313980103,0.9990843534469604
0.mp4,1,33,31,LEFT_FOOT_INDEX,0.504189133644104,0.9184325337409973,0.3588016629219055,0.6140546202659607,0.9996771812438965
0.mp4,1,33,32,RIGHT_FOOT_INDEX,0.5115038156509399,0.9624546766281128,-0.3149803578853607,0.9621168971061707,0.9990457892417908
0.mp4,2,66,0,NOSE,0.5931861400604248,0.3428860008716583,-0.06820115447044373,0.9999542832374573,0.9999943971633911
0.mp4,2,66,1,LEFT_EYE_INNER,0.5966708064079285,0.32830381393432617,-0.04932313784956932,0.9999113082885742,0.9999910593032837
0.mp4,2,66,2,LEFT_EYE,0.5958995223045349,0.3267865777015686,-0.049593888223171234,0.9999023079872131,0.9999916553497314
0.mp4,2,66,3,LEFT_EYE_OUTER,0.5952024459838867,0.32537052035331726,-0.04949355870485306,0.9999220371246338,0.9999895095825195
0.mp4,2,66,4,RIGHT_EYE_INNER,0.5939778089523315,0.3272745907306671,-0.101048544049263,0.9999513030052185,0.9999897480010986
0.mp4,2,66,5,RIGHT_EYE,0.5910796523094177,0.32502248883247375,-0.10143797099590302,0.9999672174453735,0.9999920129776001
0.mp4,2,66,6,RIGHT_EYE_OUTER,0.588354766368866,0.3225504755973816,-0.10154075920581818,0.9999717473983765,0.9999909400939941
0.mp4,2,66,7,LEFT_EAR,0.5781810283660889,0.316548615694046,0.04966164752840996,0.9999217987060547,0.99998939037323
0.mp4,2,66,8,RIGHT_EAR,0.5713393688201904,0.31337955594062805,-0.18603095412254333,0.9999361038208008,0.9999895095825195
0.mp4,2,66,9,MOUTH_LEFT,0.5792460441589355,0.34906184673309326,-0.02145768515765667,0.9998478293418884,0.9999910593032837
0.mp4,2,66,10,MOUTH_RIGHT,0.5764718651771545,0.3473324179649353,-0.09259192645549774,0.999910831451416,0.9999861717224121
0.mp4,2,66,11,LEFT_SHOULDER,0.5145034193992615,0.37138551473617554,0.21982857584953308,0.9999706745147705,0.9999971389770508
0.mp4,2,66,12,RIGHT_SHOULDER,0.5191249251365662,0.362138569355011,-0.31170767545700073,0.9999935030937195,0.9999955892562866
0.mp4,2,66,13,LEFT_ELBOW,0.52141934633255,0.4904988706111908,0.2998577654361725,0.3427104651927948,0.9999837875366211
0.mp4,2,66,14,RIGHT_ELBOW,0.5289053320884705,0.48511695861816406,-0.4296761155128479,0.9957956075668335,0.9999637603759766
0.mp4,2,66,15,LEFT_WRIST,0.569631814956665,0.5956642627716064,0.19115419685840607,0.37325549125671387,0.9999693632125854
0.mp4,2,66,16,RIGHT_WRIST,0.56584632396698,0.5913757085800171,-0.4293457865715027,0.9839541912078857,0.9999281167984009
0.mp4,2,66,17,LEFT_PINKY,0.5782870650291443,0.6220389604568481,0.1955828070640564,0.3591878414154053,0.9999326467514038
0.mp4,2,66,18,RIGHT_PINKY,0.5746227502822876,0.6172747015953064,-0.49027425050735474,0.9685996770858765,0.9998241066932678
0.mp4,2,66,19,LEFT_INDEX,0.5846635699272156,0.624588668346405,0.13593263924121857,0.3833604156970978,0.9999148845672607
0.mp4,2,66,20,RIGHT_INDEX,0.5809245705604553,0.619122326374054,-0.4728078842163086,0.9664192795753479,0.9998192191123962
0.mp4,2,66,21,LEFT_THUMB,0.5804405808448792,0.616909921169281,0.16453386843204498,0.37248727679252625,0.9999427795410156
0.mp4,2,66,22,RIGHT_THUMB,0.5782408714294434,0.6102526783943176,-0.4239997863769531,0.9301634430885315,0.9998953342437744
0.mp4,2,66,23,LEFT_HIP,0.4314693808555603,0.5713761448860168,0.17237913608551025,0.9999629259109497,0.9999967813491821
0.mp4,2,66,24,RIGHT_HIP,0.42787057161331177,0.5727052092552185,-0.17257492244243622,0.9999829530715942,0.9999959468841553
0.mp4,2,66,25,LEFT_KNEE,0.46210789680480957,0.7420724630355835,0.2818509638309479,0.30172234773635864,0.9999028444290161
0.mp4,2,66,26,RIGHT_KNEE,0.45898762345314026,0.7578643560409546,-0.16339990496635437,0.9833284020423889,0.9999144077301025
0.mp4,2,66,27,LEFT_ANKLE,0.44511398673057556,0.897284209728241,0.44458070397377014,0.4413197338581085,0.9997146725654602
0.mp4,2,66,28,RIGHT_ANKLE,0.43404048681259155,0.934951901435852,-0.13854271173477173,0.9821279048919678,0.9993492960929871
0.mp4,2,66,29,LEFT_HEEL,0.42970991134643555,0.9285538792610168,0.45176976919174194,0.5641602873802185,0.9990909099578857
0.mp4,2,66,30,RIGHT_HEEL,0.4140591025352478,0.9654203653335571,-0.14216835796833038,0.9261455535888672,0.9989410042762756
0.mp4,2,66,31,LEFT_FOOT_INDEX,0.504220724105835,0.9186986684799194,0.36005914211273193,0.6192724704742432,0.9996398687362671
0.mp4,2,66,32,RIGHT_FOOT_INDEX,0.5109814405441284,0.96246337890625,-0.2817660868167877,0.9628413915634155,0.9988592863082886
0.mp4,3,100,0,NOSE,0.5933238863945007,0.3429390490055084,-0.06990482658147812,0.9999555349349976,0.9999966621398926
0.mp4,3,100,1,LEFT_EYE_INNER,0.5967332720756531,0.32835569977760315,-0.052583642303943634,0.9999146461486816,0.9999949932098389
0.mp4,3,100,2,LEFT_EYE,0.5959149599075317,0.32686862349510193,-0.052857495844364166,0.999906063079834,0.9999957084655762
0.mp4,3,100,3,LEFT_EYE_OUTER,0.5952237844467163,0.3254948854446411,-0.052757687866687775,0.999925434589386,0.9999948740005493
0.mp4,3,100,4,RIGHT_EYE_INNER,0.5941964983940125,0.3273311257362366,-0.1035366803407669,0.9999526143074036,0.9999934434890747
0.mp4,3,100,5,RIGHT_EYE,0.5913905501365662,0.32513195276260376,-0.10392650216817856,0.9999678134918213,0.9999947547912598
0.mp4,3,100,6,RIGHT_EYE_OUTER,0.5887773036956787,0.32276588678359985,-0.1040223240852356,0.9999722242355347,0.9999938011169434
0.mp4,3,100,7,LEFT_EAR,0.578003466129303,0.3165452778339386,0.043196987360715866,0.9999256134033203,0.9999954700469971
0.mp4,3,100,8,RIGHT_EAR,0.5713616013526917,0.3135029077529907,-0.18917810916900635,0.9999368786811829,0.9999932050704956
0.mp4,3,100,9,MOUTH_LEFT,0.5792235136032104,0.34911322593688965,-0.02390456572175026,0.9998544454574585,0.9999959468841553
0.mp4,3,100,10,MOUTH_RIGHT,0.5765506029129028,0.3475722074508667,-0.09417691826820374,0.9999136328697205,0.9999927282333374
0.mp4,3,100,11,LEFT_SHOULDER,0.5152165293693542,0.3711854815483093,0.2124733030796051,0.9999721050262451,0.9999991655349731
0.mp4,3,100,12,RIGHT_SHOULDER,0.5189944505691528,0.36108410358428955,-0.31143367290496826,0.9999934434890747,0.9999972581863403
