record_id,player,club,view,slow,event_idx,event_name,joint_idx,x,y,z,visibility
1035,LYDIA KO,driver,down-the-line,1,0,Address,0,0.3819853961467743,-0.4460195302963257,-0.12508997321128845,0.9999887943267822
1035,LYDIA KO,driver,down-the-line,1,0,Address,1,0.383309006690979,-0.48508548736572266,-0.12921500205993652,0.9999734163284302
1035,LYDIA KO,driver,down-the-line,1,0,Address,2,0.3846335709095001,-0.4840776324272156,-0.11708462238311768,0.9999783039093018
1035,LYDIA KO,driver,down-the-line,1,0,Address,3,0.38515400886535645,-0.4853697419166565,-0.12087094783782959,0.9999755620956421
1035,LYDIA KO,driver,down-the-line,1,0,Address,4,0.3925374746322632,-0.4905349314212799,-0.1691368818283081,0.9999856948852539
1035,LYDIA KO,driver,down-the-line,1,0,Address,5,0.39182817935943604,-0.48818665742874146,-0.18189634382724762,0.9999927282333374
1035,LYDIA KO,driver,down-the-line,1,0,Address,6,0.3921671509742737,-0.47664958238601685,-0.15887451171875,0.9999921321868896
1035,LYDIA KO,driver,down-the-line,1,0,Address,7,0.3053225576877594,-0.5427030920982361,-0.06476306915283203,0.9999828338623047
1035,LYDIA KO,driver,down-the-line,1,0,Address,8,0.272479772567749,-0.48598620295524597,-0.19924409687519073,0.9999867677688599
1035,LYDIA KO,driver,down-the-line,1,0,Address,9,0.364187091588974,-0.45593181252479553,-0.08796858787536621,0.9999302625656128
1035,LYDIA KO,driver,down-the-line,1,0,Address,10,0.3431335687637329,-0.4187205731868744,-0.148406982421875,0.9999663829803467
1035,LYDIA KO,driver,down-the-line,1,0,Address,11,0.1765134632587433,-0.4384206533432007,0.11796444654464722,0.9999886751174927
1035,LYDIA KO,driver,down-the-line,1,0,Address,12,0.2661978006362915,-0.4431631565093994,-0.13754630088806152,0.9999984502792358
1035,LYDIA KO,driver,down-the-line,1,0,Address,13,0.21496360003948212,-0.29851067066192627,0.2714805006980896,0.3470034897327423
1035,LYDIA KO,driver,down-the-line,1,0,Address,14,0.22601476311683655,-0.16184473037719727,-0.21720623970031738,0.9989572763442993
1035,LYDIA KO,driver,down-the-line,1,0,Address,15,0.35243263840675354,-0.14911474287509918,0.45429813861846924,0.5681506395339966
1035,LYDIA KO,driver,down-the-line,1,0,Address,16,0.2825370132923126,0.0391327440738678,-0.19976603984832764,0.9991177916526794
1035,LYDIA KO,driver,down-the-line,1,0,Address,17,0.3708886504173279,-0.17157959938049316,0.5064131021499634,0.6215050220489502
1035,LYDIA KO,driver,down-the-line,1,0,Address,18,0.3256974518299103,0.05147325247526169,-0.25965607166290283,0.9985827207565308
1035,LYDIA KO,driver,down-the-line,1,0,Address,19,0.37727248668670654,-0.1767261028289795,0.4828522205352783,0.6444311738014221
1035,LYDIA KO,driver,down-the-line,1,0,Address,20,0.37060031294822693,0.03253082185983658,-0.22981762886047363,0.9985047578811646
1035,LYDIA KO,driver,down-the-line,1,0,Address,21,0.36708593368530273,-0.127945676445961,0.453667014837265,0.6415231227874756
1035,LYDIA KO,driver,down-the-line,1,0,Address,22,0.30403944849967957,0.03682246804237366,-0.19484519958496094,0.9968382120132446
1035,LYDIA KO,driver,down-the-line,1,0,Address,23,-0.02002030611038208,-0.01132210809737444,0.12461483478546143,0.9999676942825317
1035,LYDIA KO,driver,down-the-line,1,0,Address,24,0.023632783442735672,0.008073857054114342,-0.12318241596221924,0.9999904632568359
1035,LYDIA KO,driver,down-the-line,1,0,Address,25,0.11741837859153748,0.35302066802978516,0.25447380542755127,0.47585219144821167
1035,LYDIA KO,driver,down-the-line,1,0,Address,26,0.08259206265211105,0.35193198919296265,-0.01714456081390381,0.9973410964012146
1035,LYDIA KO,driver,down-the-line,1,0,Address,27,0.12961238622665405,0.6938002109527588,0.43133074045181274,0.8474516868591309
