record_id,player,club,view,slow,event_idx,event_name,joint_idx,x,y,z,visibility
453,LYDIA KO,driver,down-the-line,1,0,Address,0,0.4052381217479706,-0.4181581437587738,-0.1332593709230423,0.9999203681945801
453,LYDIA KO,driver,down-the-line,1,0,Address,1,0.41392782330513,-0.4524194002151489,-0.13309729099273682,0.999808132648468
453,LYDIA KO,driver,down-the-line,1,0,Address,2,0.4162367582321167,-0.45073118805885315,-0.1224597692489624,0.9998144507408142
453,LYDIA KO,driver,down-the-line,1,0,Address,3,0.41653627157211304,-0.45175600051879883,-0.1263359785079956,0.9998365640640259
453,LYDIA KO,driver,down-the-line,1,0,Address,4,0.423516184091568,-0.4541070759296417,-0.1749129295349121,0.9998863935470581
453,LYDIA KO,driver,down-the-line,1,0,Address,5,0.4249974489212036,-0.4514918923377991,-0.18784794211387634,0.9999309778213501
453,LYDIA KO,driver,down-the-line,1,0,Address,6,0.42366838455200195,-0.4399963319301605,-0.16522622108459473,0.9999380111694336
453,LYDIA KO,driver,down-the-line,1,0,Address,7,0.33318519592285156,-0.5000947713851929,-0.07544302940368652,0.9998527765274048
453,LYDIA KO,driver,down-the-line,1,0,Address,8,0.3085118234157562,-0.45189303159713745,-0.20727308094501495,0.9998787641525269
453,LYDIA KO,driver,down-the-line,1,0,Address,9,0.3825835585594177,-0.42645055055618286,-0.09990224242210388,0.9997424483299255
453,LYDIA KO,driver,down-the-line,1,0,Address,10,0.3640703558921814,-0.3913489580154419,-0.16322284936904907,0.9998608827590942
453,LYDIA KO,driver,down-the-line,1,0,Address,11,0.20793044567108154,-0.37867194414138794,0.10056281089782715,0.9999738931655884
453,LYDIA KO,driver,down-the-line,1,0,Address,12,0.2836792469024658,-0.4051639139652252,-0.16085243225097656,0.9999934434890747
453,LYDIA KO,driver,down-the-line,1,0,Address,13,0.22770825028419495,-0.14503011107444763,0.1388661116361618,0.4069116711616516
453,LYDIA KO,driver,down-the-line,1,0,Address,14,0.2612549364566803,-0.11436441540718079,-0.23321819305419922,0.9965651631355286
453,LYDIA KO,driver,down-the-line,1,0,Address,15,0.2896696627140045,0.11860112845897675,0.15991228818893433,0.40308624505996704
453,LYDIA KO,driver,down-the-line,1,0,Address,16,0.27646419405937195,0.08001849055290222,-0.21404922008514404,0.9924490451812744
453,LYDIA KO,driver,down-the-line,1,0,Address,17,0.30100032687187195,0.13454502820968628,0.1889256238937378,0.3947872221469879
453,LYDIA KO,driver,down-the-line,1,0,Address,18,0.31102317571640015,0.10712301731109619,-0.2636430263519287,0.984226644039154
453,LYDIA KO,driver,down-the-line,1,0,Address,19,0.3077414333820343,0.14046522974967957,0.16123127937316895,0.41268280148506165
453,LYDIA KO,driver,down-the-line,1,0,Address,20,0.35274437069892883,0.08883301168680191,-0.2444552779197693,0.9824035167694092
453,LYDIA KO,driver,down-the-line,1,0,Address,21,0.2944592237472534,0.14925281703472137,0.14998836815357208,0.4009777307510376
453,LYDIA KO,driver,down-the-line,1,0,Address,22,0.29375550150871277,0.08051322400569916,-0.21256709098815918,0.962221086025238
453,LYDIA KO,driver,down-the-line,1,0,Address,23,-0.016031721606850624,-0.00756626995280385,0.1176176518201828,0.9999796152114868
453,LYDIA KO,driver,down-the-line,1,0,Address,24,0.020050637423992157,0.0051760547794401646,-0.11764037609100342,0.9999910593032837
453,LYDIA KO,driver,down-the-line,1,0,Address,25,0.05165816843509674,0.4039783775806427,0.17650604248046875,0.3427163064479828
453,LYDIA KO,driver,down-the-line,1,0,Address,26,0.11470648646354675,0.36542224884033203,-0.0684390664100647,0.9913731217384338
453,LYDIA KO,driver,down-the-line,1,0,Address,27,0.05365574359893799,0.76031494140625,0.29919543862342834,0.59725421667099
453,LYDIA KO,driver,down-the-line,1,0,Address,28,0.009055882692337036,0.744090735912323,0.01675581932067871,0.9918996095657349
453,LYDIA KO,driver,down-the-line,1,0,Address,29,0.0413779616355896,0.7898347973823547,0.3184828758239746,0.6959534883499146
453,LYDIA KO,driver,down-the-line,1,0,Address,30,0.010896950960159302,0.7805545926094055,-0.009874999523162842,0.9777848720550537
453,LYDIA KO,driver,down-the-line,1,0,Address,31,0.14610642194747925,0.7896139621734619,0.32679784297943115,0.6942737102508545
453,LYDIA KO,driver,down-the-line,1,0,Address,32,0.14099985361099243,0.8050829172134399,-0.03866526484489441,0.9722687005996704
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,0,0.3709423542022705,-0.4377950131893158,-0.17554551362991333,0.9991490840911865
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,1,0.3876119554042816,-0.46538016200065613,-0.1686091423034668,0.9981099367141724
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,2,0.39079612493515015,-0.46353164315223694,-0.15816211700439453,0.9980269074440002
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,3,0.38968920707702637,-0.46425697207450867,-0.16204404830932617,0.9984349608421326
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,4,0.38637807965278625,-0.47284996509552,-0.20361006259918213,0.9989718198776245
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,5,0.3878432810306549,-0.47009575366973877,-0.2173628807067871,0.9993168115615845
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,6,0.38736554980278015,-0.45833539962768555,-0.19536185264587402,0.9994547963142395
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,7,0.35243940353393555,-0.5011308193206787,-0.0875082015991211,0.9986268281936646
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,8,0.2813105285167694,-0.48559442162513733,-0.18855734169483185,0.9988144636154175
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,9,0.365630567073822,-0.44327181577682495,-0.13412830233573914,0.9989292025566101
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,10,0.33586007356643677,-0.41681987047195435,-0.19136959314346313,0.9993508458137512
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,11,0.30734318494796753,-0.3515530526638031,0.0684928297996521,0.9999496936798096
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,12,0.19639307260513306,-0.4824599325656891,-0.13630521297454834,0.9999871253967285
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,13,0.28382009267807007,-0.1471424102783203,0.08221138268709183,0.5847232937812805
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,14,0.13967430591583252,-0.21059413254261017,-0.23269116878509521,0.9938783049583435
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,15,0.27095139026641846,0.05516728013753891,0.046918272972106934,0.6788499355316162
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,16,0.18277734518051147,-0.03825635462999344,-0.276231050491333,0.9942611455917358
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,17,0.2568049430847168,0.10072280466556549,0.04790234565734863,0.6844176054000854
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,18,0.2080991119146347,0.015165798366069794,-0.33827972412109375,0.9895573258399963
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,19,0.24771493673324585,0.08711542189121246,0.02610194683074951,0.7097861170768738
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,20,0.27942514419555664,0.0026810094714164734,-0.33537471294403076,0.9898724555969238
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,21,0.26021403074264526,0.08020893484354019,0.03557475283741951,0.67090904712677
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,22,0.20932121574878693,-0.030610330402851105,-0.283611536026001,0.9763590097427368
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,23,0.049747176468372345,0.02007211744785309,0.10377956926822662,0.9999485015869141
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,24,-0.04482559859752655,-0.023190122097730637,-0.10319161415100098,0.9999632835388184
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,25,0.07118389010429382,0.405400812625885,0.12982285022735596,0.10511047393083572
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,26,0.06599394977092743,0.36196303367614746,-0.13650816679000854,0.8994957208633423
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,27,0.034803688526153564,0.7511630058288574,0.23252789676189423,0.13757002353668213
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,28,-0.0324404239654541,0.7359069585800171,-0.06632161140441895,0.8275557160377502
453,LYDIA KO,driver,down-the-line,1,1,Toe-up,29,0.017383694648742676,0.7806848287582397,0.24676036834716797,0.17786462604999542
