record_id,player,club,view,slow,event_idx,event_name,joint_idx,x,y,z,visibility
855,LYDIA KO,driver,down-the-line,0,0,Address,0,0.38309788703918457,-0.46256759762763977,-0.14539885520935059,0.9999576807022095
855,LYDIA KO,driver,down-the-line,0,0,Address,1,0.3900389075279236,-0.5020802617073059,-0.14844632148742676,0.9999034404754639
855,LYDIA KO,driver,down-the-line,0,0,Address,2,0.39171335101127625,-0.5006566047668457,-0.13756895065307617,0.9999111890792847
855,LYDIA KO,driver,down-the-line,0,0,Address,3,0.39260730147361755,-0.5020262002944946,-0.14125895500183105,0.9999169111251831
855,LYDIA KO,driver,down-the-line,0,0,Address,4,0.398550808429718,-0.5026947259902954,-0.18835318088531494,0.9999419450759888
855,LYDIA KO,driver,down-the-line,0,0,Address,5,0.399604856967926,-0.5009146928787231,-0.2012656331062317,0.9999650716781616
855,LYDIA KO,driver,down-the-line,0,0,Address,6,0.39907121658325195,-0.48745566606521606,-0.1789177656173706,0.9999685287475586
855,LYDIA KO,driver,down-the-line,0,0,Address,7,0.30847686529159546,-0.5561729669570923,-0.09755825996398926,0.9999252557754517
855,LYDIA KO,driver,down-the-line,0,0,Address,8,0.2808724641799927,-0.49245142936706543,-0.2224743813276291,0.9999465942382812
855,LYDIA KO,driver,down-the-line,0,0,Address,9,0.3606002628803253,-0.4711235761642456,-0.11337976157665253,0.9998550415039062
855,LYDIA KO,driver,down-the-line,0,0,Address,10,0.34319478273391724,-0.4317319393157959,-0.17377370595932007,0.9999197721481323
855,LYDIA KO,driver,down-the-line,0,0,Address,11,0.19259417057037354,-0.42392635345458984,0.07890534400939941,0.9999827146530151
855,LYDIA KO,driver,down-the-line,0,0,Address,12,0.2509413957595825,-0.4403339922428131,-0.1643540859222412,0.9999948740005493
855,LYDIA KO,driver,down-the-line,0,0,Address,13,0.22530829906463623,-0.2063576877117157,0.11631894111633301,0.3299154043197632
855,LYDIA KO,driver,down-the-line,0,0,Address,14,0.24874360859394073,-0.15663501620292664,-0.21411657333374023,0.9971252083778381
855,LYDIA KO,driver,down-the-line,0,0,Address,15,0.31073445081710815,0.05978735536336899,0.13522076606750488,0.3247007131576538
855,LYDIA KO,driver,down-the-line,0,0,Address,16,0.286828875541687,0.04400978237390518,-0.16711664199829102,0.9950266480445862
855,LYDIA KO,driver,down-the-line,0,0,Address,17,0.32602977752685547,0.07193256914615631,0.16631090641021729,0.34852108359336853
855,LYDIA KO,driver,down-the-line,0,0,Address,18,0.32633647322654724,0.06632211804389954,-0.2133977711200714,0.9903087019920349
855,LYDIA KO,driver,down-the-line,0,0,Address,19,0.33063673973083496,0.083504319190979,0.1391962766647339,0.3632549047470093
855,LYDIA KO,driver,down-the-line,0,0,Address,20,0.36514246463775635,0.03990340232849121,-0.1947457194328308,0.9893402457237244
855,LYDIA KO,driver,down-the-line,0,0,Address,21,0.31874075531959534,0.092230424284935,0.12702471017837524,0.35230228304862976
855,LYDIA KO,driver,down-the-line,0,0,Address,22,0.3043597638607025,0.04011104255914688,-0.16540026664733887,0.9767806529998779
855,LYDIA KO,driver,down-the-line,0,0,Address,23,-0.013208187185227871,-0.011444161646068096,0.11349141597747803,0.9999827146530151
855,LYDIA KO,driver,down-the-line,0,0,Address,24,0.016971906647086143,0.00857775378972292,-0.11416506767272949,0.9999927282333374
855,LYDIA KO,driver,down-the-line,0,0,Address,25,0.08971153199672699,0.38414502143859863,0.23681867122650146,0.43239009380340576
855,LYDIA KO,driver,down-the-line,0,0,Address,26,0.10386153310537338,0.353172242641449,0.016791701316833496,0.9882297515869141
855,LYDIA KO,driver,down-the-line,0,0,Address,27,0.09341311454772949,0.7224791646003723,0.3921748697757721,0.7693074345588684
855,LYDIA KO,driver,down-the-line,0,0,Address,28,0.007970064878463745,0.7344438433647156,0.15044701099395752,0.9934051632881165
855,LYDIA KO,driver,down-the-line,0,0,Address,29,0.08151239156723022,0.7512310743331909,0.41424787044525146,0.8351585268974304
855,LYDIA KO,driver,down-the-line,0,0,Address,30,0.010522812604904175,0.7701977491378784,0.12680625915527344,0.9809862971305847
855,LYDIA KO,driver,down-the-line,0,0,Address,31,0.18213865160942078,0.7377369403839111,0.42614495754241943,0.8466405868530273
855,LYDIA KO,driver,down-the-line,0,0,Address,32,0.1346047818660736,0.7826043963432312,0.10221445560455322,0.9799966812133789
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,0,0.3847205638885498,-0.44734540581703186,-0.20708519220352173,0.9996110796928406
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,1,0.3956417739391327,-0.47884976863861084,-0.20313811302185059,0.9993891716003418
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,2,0.39796629548072815,-0.4776134490966797,-0.1920560598373413,0.9994018077850342
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,3,0.3973541557788849,-0.4785500168800354,-0.19602537155151367,0.9995718598365784
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,4,0.39614349603652954,-0.4853644073009491,-0.24255335330963135,0.9996008276939392
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,5,0.3969604969024658,-0.4820674955844879,-0.2564402222633362,0.9996979236602783
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,6,0.3962845206260681,-0.47077611088752747,-0.2341136336326599,0.9997515082359314
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,7,0.34070608019828796,-0.5231999754905701,-0.12266087532043457,0.9996874332427979
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,8,0.2764659523963928,-0.49079346656799316,-0.24563372135162354,0.9994258880615234
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,9,0.3729170858860016,-0.45443975925445557,-0.16652491688728333,0.9995848536491394
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,10,0.3453455865383148,-0.423814058303833,-0.22891104221343994,0.999685525894165
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,11,0.28948840498924255,-0.38581210374832153,0.04225236177444458,0.9999759197235107
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,12,0.18652820587158203,-0.47865214943885803,-0.1887071132659912,0.9999871253967285
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,13,0.28053975105285645,-0.2050463855266571,0.0884946882724762,0.4593171179294586
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,14,0.12133237719535828,-0.23100237548351288,-0.28751182556152344,0.993232250213623
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,15,0.2863421142101288,-0.03162199258804321,0.089419424533844,0.47800934314727783
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,16,0.20614004135131836,-0.05106701701879501,-0.31801724433898926,0.978733241558075
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,17,0.27370595932006836,0.004029311239719391,0.1014413833618164,0.5096750259399414
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,18,0.2451878786087036,0.0041248127818107605,-0.3812587261199951,0.965922474861145
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,19,0.2736310064792633,-0.008022770285606384,0.0799371600151062,0.5301623344421387
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,20,0.31989967823028564,-0.014697611331939697,-0.3719032406806946,0.9657251238822937
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,21,0.28304263949394226,-0.006960704922676086,0.0804906114935875,0.4847043752670288
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,22,0.23692187666893005,-0.04705197364091873,-0.3226921558380127,0.9310572743415833
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,23,0.046418096870183945,0.009135683998465538,0.11591210961341858,0.9999793767929077
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,24,-0.04160276800394058,-0.012411312200129032,-0.11541914939880371,0.9999833106994629
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,25,0.1098671704530716,0.37680837512016296,0.17097342014312744,0.28974050283432007
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,26,0.09506053477525711,0.33121949434280396,-0.15108740329742432,0.9711744785308838
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,27,0.07143408060073853,0.7072229385375977,0.2756880521774292,0.5394099354743958
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,28,0.010389178991317749,0.6973963975906372,-0.06212484836578369,0.9707654118537903
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,29,0.05254891514778137,0.7348549365997314,0.29015541076660156,0.5601547956466675
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,30,0.013230353593826294,0.7312735915184021,-0.08974331617355347,0.9128903746604919
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,31,0.1619223654270172,0.7564173340797424,0.27953457832336426,0.668197751045227
855,LYDIA KO,driver,down-the-line,0,1,Toe-up,32,0.12481489777565002,0.750734806060791,-0.14168475568294525,0.9527694582939148
855,LYDIA KO,driver,down-the-line,0,2,Mid-backswing,0,0.3805266320705414,-0.43652188777923584,-0.19628453254699707,0.9998569488525391
855,LYDIA KO,driver,down-the-line,0,2,Mid-backswing,1,0.39430707693099976,-0.46045467257499695,-0.19164526462554932,0.9996631145477295
855,LYDIA KO,driver,down-the-line,0,2,Mid-backswing,2,0.39694684743881226,-0.4601059556007385,-0.181829571723938,0.9996575117111206
855,LYDIA KO,driver,down-the-line,0,2,Mid-backswing,3,0.3964637517929077,-0.46063247323036194,-0.18342351913452148,0.9997236132621765
