record_id,player,club,view,slow,event_idx,event_name,joint_idx,x,y,z,visibility
125,LYDIA KO,driver,down-the-line,0,0,Address,0,0.4047808647155761,-0.4710106551647186,-0.1778499484062194,0.9996436834335328
125,LYDIA KO,driver,down-the-line,0,0,Address,1,0.4062809646129608,-0.5059233903884888,-0.1744115352630615,0.9993898868560792
125,LYDIA KO,driver,down-the-line,0,0,Address,2,0.4077840447425842,-0.5042734742164612,-0.1635183095932006,0.999416708946228
125,LYDIA KO,driver,down-the-line,0,0,Address,3,0.4076736867427826,-0.5059130787849426,-0.1673966646194458,0.999486207962036
125,LYDIA KO,driver,down-the-line,0,0,Address,4,0.4081953465938568,-0.5084405541419983,-0.2154160737991333,0.9996362924575806
125,LYDIA KO,driver,down-the-line,0,0,Address,5,0.409510999917984,-0.5062856674194336,-0.2283977717161178,0.999771535396576
125,LYDIA KO,driver,down-the-line,0,0,Address,6,0.4090264737606048,-0.4942139387130737,-0.2059171199798584,0.9998064637184144
125,LYDIA KO,driver,down-the-line,0,0,Address,7,0.3348952829837799,-0.5441630482673645,-0.1014773845672607,0.9994158744812012
125,LYDIA KO,driver,down-the-line,0,0,Address,8,0.284475028514862,-0.4919233322143554,-0.2330882549285888,0.9994947910308838
125,LYDIA KO,driver,down-the-line,0,0,Address,9,0.3911265432834625,-0.473900556564331,-0.1375757306814193,0.9987236857414246
125,LYDIA KO,driver,down-the-line,0,0,Address,10,0.3662036955356598,-0.4376481175422668,-0.2008681893348693,0.9992389678955078
125,LYDIA KO,driver,down-the-line,0,0,Address,11,0.2593365311622619,-0.396413117647171,0.0802668929100036,0.9998828172683716
125,LYDIA KO,driver,down-the-line,0,0,Address,12,0.2549596428871155,-0.4427666962146759,-0.1842782497406005,0.9999727010726928
125,LYDIA KO,driver,down-the-line,0,0,Address,13,0.292254626750946,-0.1917981803417205,0.1256688833236694,0.1553933769464492
125,LYDIA KO,driver,down-the-line,0,0,Address,14,0.2570471465587616,-0.1564778089523315,-0.2699199914932251,0.9907326698303224
125,LYDIA KO,driver,down-the-line,0,0,Address,15,0.3787755072116852,0.0411510989069938,0.1401813626289367,0.1532327532768249
125,LYDIA KO,driver,down-the-line,0,0,Address,16,0.3222468197345733,0.0347682535648345,-0.2672157287597656,0.9718354940414428
125,LYDIA KO,driver,down-the-line,0,0,Address,17,0.3982835412025451,0.0541504770517349,0.1671476364135742,0.1824541836977005
125,LYDIA KO,driver,down-the-line,0,0,Address,18,0.3639574944972992,0.0614083632826805,-0.3255695700645447,0.9533988833427428
125,LYDIA KO,driver,down-the-line,0,0,Address,19,0.4027948081493377,0.0595889762043952,0.1364824771881103,0.1977443695068359
125,LYDIA KO,driver,down-the-line,0,0,Address,20,0.4128141105175018,0.035533919930458,-0.304011583328247,0.949039101600647
125,LYDIA KO,driver,down-the-line,0,0,Address,21,0.3850390911102295,0.0710856094956398,0.1294600516557693,0.1946383267641067
125,LYDIA KO,driver,down-the-line,0,0,Address,22,0.3450483083724975,0.0337105244398117,-0.2659475803375244,0.8940445184707642
125,LYDIA KO,driver,down-the-line,0,0,Address,23,0.0187693797051906,-0.0008812695741653,0.1181279271841049,0.9999772310256958
125,LYDIA KO,driver,down-the-line,0,0,Address,24,-0.0145460432395339,-0.0020693130791187,-0.1171715259552002,0.9999879598617554
125,LYDIA KO,driver,down-the-line,0,0,Address,25,0.1155709475278854,0.3635242581367492,0.204625129699707,0.5001764297485352
125,LYDIA KO,driver,down-the-line,0,0,Address,26,0.0747459530830383,0.3542637825012207,-0.0516050457954406,0.990997552871704
125,LYDIA KO,driver,down-the-line,0,0,Address,27,0.1058794260025024,0.7020066380500793,0.3291459679603576,0.890581488609314
125,LYDIA KO,driver,down-the-line,0,0,Address,28,-0.0348785817623138,0.7148606777191162,0.0382890701293945,0.996441662311554
125,LYDIA KO,driver,down-the-line,0,0,Address,29,0.0919358134269714,0.7322832942008972,0.348151683807373,0.8880841732025146
125,LYDIA KO,driver,down-the-line,0,0,Address,30,-0.0348302125930786,0.750335693359375,0.0093805193901062,0.9820219278335572
125,LYDIA KO,driver,down-the-line,0,0,Address,31,0.1891903579235077,0.7365759611129761,0.3410758972167969,0.9313097596168518
125,LYDIA KO,driver,down-the-line,0,0,Address,32,0.0658945739269256,0.7793845534324646,-0.043687991797924,0.9904779195785522
125,LYDIA KO,driver,down-the-line,0,1,Toe-up,0,0.362483948469162,-0.4739864766597748,-0.224444955587387,0.9996042847633362
125,LYDIA KO,driver,down-the-line,0,1,Toe-up,1,0.3770315647125244,-0.5002492666244507,-0.214211106300354,0.9991342425346376
125,LYDIA KO,driver,down-the-line,0,1,Toe-up,2,0.3797327280044555,-0.4982784986495971,-0.2042449712753296,0.9991104006767272
125,LYDIA KO,driver,down-the-line,0,1,Toe-up,3,0.3784546852111816,-0.4994418621063232,-0.2069534063339233,0.9992567896842957
125,LYDIA KO,driver,down-the-line,0,1,Toe-up,4,0.3684385120868683,-0.5089793801307678,-0.2469983100891113,0.999538779258728
125,LYDIA KO,driver,down-the-line,0,1,Toe-up,5,0.3707656562328338,-0.5064775943756104,-0.260723352432251,0.999683141708374
